ATL,NYN,20140409,1
BOS,TEX,20140409,1
CHN,PIT,20140409,1
CLE,SDN,20140409,1
CLE,SDN,20140409,0
COL,CHA,20140409,1
KCA,TBA,20140409,1
LAN,DET,20140409,0
MIN,OAK,20140409,0
NYA,BAL,20140409,0
PHI,MIL,20140409,0
SEA,ANA,20140409,0
SFN,ARI,20140409,0
SLN,CIN,20140409,0
TOR,HOU,20140409,1
WAS,MIA,20140409,1
ATL,NYN,20140410,0
CHA,CLE,20140410,1
CHN,PIT,20140410,0
MIN,OAK,20140410,0
NYA,BOS,20140410,1
PHI,MIL,20140410,0
SFN,ARI,20140410,0
TOR,HOU,20140410,0
WAS,MIA,20140410,1
ANA,NYN,20140411,1
ARI,LAN,20140411,0
ATL,WAS,20140411,1
BAL,TOR,20140411,0
CHA,CLE,20140411,1
CIN,TBA,20140411,0
MIL,PIT,20140411,1
MIN,KCA,20140411,1
NYA,BOS,20140411,0
PHI,MIA,20140411,1
SDN,DET,20140411,1
SEA,OAK,20140411,1
SFN,COL,20140411,1
SLN,CHN,20140411,0
TEX,HOU,20140411,1
ANA,NYN,20140412,0
ARI,LAN,20140412,0
ATL,WAS,20140412,1
BAL,TOR,20140412,1
CHA,CLE,20140412,0
CIN,TBA,20140412,0
MIL,PIT,20140412,1
MIN,KCA,20140412,1
NYA,BOS,20140412,1
PHI,MIA,20140412,1
SDN,DET,20140412,0
SEA,OAK,20140412,0
SFN,COL,20140412,0
SLN,CHN,20140412,1
TEX,HOU,20140412,0
ANA,NYN,20140413,1
ARI,LAN,20140413,0
ATL,WAS,20140413,1
BAL,TOR,20140413,0
CHA,CLE,20140413,1
CIN,TBA,20140413,1
MIL,PIT,20140413,1
MIN,KCA,20140413,1
NYA,BOS,20140413,1
PHI,MIA,20140413,1
SDN,DET,20140413,1
SEA,OAK,20140413,0
SFN,COL,20140413,1
SLN,CHN,20140413,1
TEX,HOU,20140413,1
ANA,OAK,20140414,0
ARI,NYN,20140414,0
BAL,TBA,20140414,1
CIN,PIT,20140414,0
MIA,WAS,20140414,0
MIL,SLN,20140414,0
PHI,ATL,20140414,0
SDN,COL,20140414,1
TEX,SEA,20140414,0
ANA,OAK,20140415,0
ARI,NYN,20140415,0
CHA,BOS,20140415,1
CIN,PIT,20140415,1
HOU,KCA,20140415,0
MIA,WAS,20140415,1
MIL,SLN,20140415,0
MIN,TOR,20140415,0
SDN,COL,20140415,0
SFN,LAN,20140415,1
TEX,SEA,20140415,1
ANA,OAK,20140416,1
ARI,NYN,20140416,0
BAL,TBA,20140416,1
CHA,BOS,20140416,0
CIN,PIT,20140416,1
DET,CLE,20140416,0
HOU,KCA,20140416,0
MIA,WAS,20140416,0
MIL,SLN,20140416,1
NYA,CHN,20140416,1
NYA,CHN,20140416,1
PHI,ATL,20140416,0
SDN,COL,20140416,1
SFN,LAN,20140416,1
TEX,SEA,20140416,1
CHA,BOS,20140417,0
DET,CLE,20140417,1
HOU,KCA,20140417,0
MIN,TOR,20140417,1
MIN,TOR,20140417,1
PHI,ATL,20140417,1
PIT,MIL,20140417,1
SDN,COL,20140417,0
SFN,LAN,20140417,0
TBA,NYA,20140417,0
TEX,SEA,20140417,1
WAS,SLN,20140417,0
BOS,BAL,20140418,0
CHN,CIN,20140418,0
CLE,TOR,20140418,0
COL,PHI,20140418,1
DET,ANA,20140418,0
KCA,MIN,20140418,1
LAN,ARI,20140418,0
MIA,SEA,20140418,1
NYN,ATL,20140418,0
OAK,HOU,20140418,1
PIT,MIL,20140418,0
SDN,SFN,20140418,1
TBA,NYA,20140418,1
TEX,CHA,20140418,1
WAS,SLN,20140418,1
BOS,BAL,20140419,1
CHN,CIN,20140419,1
CLE,TOR,20140419,0
COL,PHI,20140419,1
DET,ANA,20140419,1
KCA,MIN,20140419,1
LAN,ARI,20140419,1
MIA,SEA,20140419,1
NYN,ATL,20140419,0
OAK,HOU,20140419,1
PIT,MIL,20140419,0
SDN,SFN,20140419,1
TBA,NYA,20140419,1
TEX,CHA,20140419,1
WAS,SLN,20140419,0
BOS,BAL,20140420,1
CHN,CIN,20140420,0
CLE,TOR,20140420,1
COL,PHI,20140420,0
DET,ANA,20140420,1
KCA,MIN,20140420,0
LAN,ARI,20140420,1
MIA,SEA,20140420,1
NYN,ATL,20140420,1
OAK,HOU,20140420,1
PIT,MIL,20140420,0
SDN,SFN,20140420,0
TBA,NYA,20140420,0
TEX,CHA,20140420,0
WAS,SLN,20140420,1
ATL,MIA,20140421,1
BOS,BAL,20140421,0
CHN,ARI,20140421,1
CLE,KCA,20140421,1
COL,SFN,20140421,1
DET,CHA,20140421,0
LAN,PHI,20140421,0
MIL,SDN,20140421,1
NYN,SLN,20140421,1
OAK,TEX,20140421,0
PIT,CIN,20140421,1
SEA,HOU,20140421,0
WAS,ANA,20140421,0
ATL,MIA,20140422,0
BOS,NYA,20140422,0
CHN,ARI,20140422,1
CLE,KCA,20140422,0
COL,SFN,20140422,1
DET,CHA,20140422,1
LAN,PHI,20140422,0
MIL,SDN,20140422,0
NYN,SLN,20140422,0
OAK,TEX,20140422,0
PIT,CIN,20140422,0
SEA,HOU,20140422,0
TBA,MIN,20140422,1
TOR,BAL,20140422,1
WAS,ANA,20140422,0
ATL,MIA,20140423,1
BOS,NYA,20140423,1
CHN,ARI,20140423,0
CLE,KCA,20140423,1
COL,SFN,20140423,0
DET,CHA,20140423,0
LAN,PHI,20140423,1
MIL,SDN,20140423,1
NYN,SLN,20140423,1
OAK,TEX,20140423,0
PIT,CIN,20140423,0
SEA,HOU,20140423,1
TBA,MIN,20140423,0
TOR,BAL,20140423,0
WAS,ANA,20140423,1
BOS,NYA,20140424,0
CHN,ARI,20140424,0
CLE,KCA,20140424,1
DET,CHA,20140424,1
HOU,OAK,20140424,0
LAN,PHI,20140424,0
NYN,SLN,20140424,1
PIT,CIN,20140424,0
TBA,MIN,20140424,0
TOR,BAL,20140424,0
WAS,SDN,20140424,0
ARI,PHI,20140425,1
ATL,CIN,20140425,1
BAL,KCA,20140425,0
CHA,TBA,20140425,1
HOU,OAK,20140425,0
LAN,COL,20140425,0
MIL,CHN,20140425,1
MIN,DET,20140425,0
NYA,ANA,20140425,0
NYN,MIA,20140425,1
SEA,TEX,20140425,1
SFN,CLE,20140425,1
SLN,PIT,20140425,1
TOR,BOS,20140425,0
WAS,SDN,20140425,1
ARI,PHI,20140426,0
ATL,CIN,20140426,1
BAL,KCA,20140426,1
CHA,TBA,20140426,0
HOU,OAK,20140426,1
LAN,COL,20140426,1
MIL,CHN,20140426,1
MIN,DET,20140426,1
NYA,ANA,20140426,1
NYN,MIA,20140426,0
SEA,TEX,20140426,0
SFN,CLE,20140426,1
SLN,PIT,20140426,0
TOR,BOS,20140426,0
WAS,SDN,20140426,1
ARI,PHI,20140427,0
ATL,CIN,20140427,1
BAL,KCA,20140427,0
CHA,TBA,20140427,1
HOU,OAK,20140427,1
LAN,COL,20140427,0
MIL,CHN,20140427,0
NYA,ANA,20140427,1
NYN,MIA,20140427,1
SEA,TEX,20140427,1
SFN,CLE,20140427,1
SLN,PIT,20140427,1
TOR,BOS,20140427,1
WAS,SDN,20140427,0
ANA,CLE,20140428,1
ARI,COL,20140428,0
CHA,TBA,20140428,1
SFN,SDN,20140428,0
SLN,MIL,20140428,0
TEX,OAK,20140428,0
ANA,CLE,20140429,1
ARI,COL,20140429,0
BOS,TBA,20140429,1
CHA,DET,20140429,0
CIN,CHN,20140429,1
HOU,WAS,20140429,0
KCA,TOR,20140429,1
MIA,ATL,20140429,1
NYA,SEA,20140429,0
PHI,NYN,20140429,0
SFN,SDN,20140429,1
SLN,MIL,20140429,0
TEX,OAK,20140429,0
ANA,CLE,20140430,1
ARI,COL,20140430,1
CHA,DET,20140430,0
CIN,CHN,20140430,0
HOU,WAS,20140430,0
KCA,TOR,20140430,1
MIA,ATL,20140430,1
MIN,LAN,20140430,0
SFN,SDN,20140430,1
SLN,MIL,20140430,1
TEX,OAK,20140430,0
BAL,PIT,20140501,1
BAL,PIT,20140501,1
BOS,TBA,20140501,0
BOS,TBA,20140501,0
CIN,MIL,20140501,1
COL,NYN,20140501,1
KCA,TOR,20140501,0
MIA,ATL,20140501,1
MIN,LAN,20140501,0
MIN,LAN,20140501,0
NYA,SEA,20140501,0
ANA,TEX,20140502,0
ATL,SFN,20140502,0
BOS,OAK,20140502,1
CHN,SLN,20140502,1
CIN,MIL,20140502,0
CLE,CHA,20140502,1
COL,NYN,20140502,1
HOU,SEA,20140502,1
KCA,DET,20140502,0
MIA,LAN,20140502,1
MIN,BAL,20140502,0
NYA,TBA,20140502,0
PHI,WAS,20140502,0
PIT,TOR,20140502,1
SDN,ARI,20140502,0
ANA,TEX,20140503,1
ATL,SFN,20140503,0
BOS,OAK,20140503,1
CHN,SLN,20140503,1
CIN,MIL,20140503,1
CLE,CHA,20140503,1
COL,NYN,20140503,1
HOU,SEA,20140503,0
KCA,DET,20140503,0
MIA,LAN,20140503,0
MIN,BAL,20140503,1
NYA,TBA,20140503,1
PHI,WAS,20140503,1
PIT,TOR,20140503,1
SDN,ARI,20140503,0
ANA,TEX,20140504,0
ATL,SFN,20140504,0
BOS,OAK,20140504,0
CHN,SLN,20140504,0
CIN,MIL,20140504,1
CLE,CHA,20140504,0
COL,NYN,20140504,0
HOU,SEA,20140504,0
KCA,DET,20140504,0
MIA,LAN,20140504,1
MIN,BAL,20140504,1
NYA,TBA,20140504,0
PHI,WAS,20140504,1
PIT,TOR,20140504,0
SDN,ARI,20140504,1
ANA,NYA,20140505,1
ATL,SLN,20140505,0
CHN,CHA,20140505,0
CLE,MIN,20140505,0
COL,TEX,20140505,1
DET,HOU,20140505,1
MIA,NYN,20140505,1
MIL,ARI,20140505,1
OAK,SEA,20140505,0
PHI,TOR,20140505,0
PIT,SFN,20140505,0
SDN,KCA,20140505,1
WAS,LAN,20140505,1
ANA,NYA,20140506,0
ATL,SLN,20140506,1
BOS,CIN,20140506,1
CHN,CHA,20140506,0
CLE,MIN,20140506,1
COL,TEX,20140506,1
DET,HOU,20140506,1
MIA,NYN,20140506,1
MIL,ARI,20140506,0
OAK,SEA,20140506,0
PHI,TOR,20140506,0
PIT,SFN,20140506,1
SDN,KCA,20140506,0
TBA,BAL,20140506,0
WAS,LAN,20140506,0
ANA,NYA,20140507,0
ATL,SLN,20140507,0
BOS,CIN,20140507,1
CHA,CHN,20140507,1
CLE,MIN,20140507,1
DET,HOU,20140507,1
MIA,NYN,20140507,1
MIL,ARI,20140507,0
OAK,SEA,20140507,0
OAK,SEA,20140507,1
PIT,SFN,20140507,1
SDN,KCA,20140507,0
TBA,BAL,20140507,0
TEX,COL,20140507,0
TOR,PHI,20140507,1
WAS,LAN,20140507,1
CHA,CHN,20140508,0
CLE,MIN,20140508,1
DET,HOU,20140508,0
LAN,SFN,20140508,0
SDN,MIA,20140508,0
SEA,KCA,20140508,1
TBA,BAL,20140508,0
TEX,COL,20140508,1
TOR,PHI,20140508,1
ATL,CHN,20140509,1
BAL,HOU,20140509,1
CHA,ARI,20140509,1
CIN,COL,20140509,1
DET,MIN,20140509,0
LAN,SFN,20140509,0
MIL,NYA,20140509,0
NYN,PHI,20140509,0
OAK,WAS,20140509,1
PIT,SLN,20140509,1
SDN,MIA,20140509,1
SEA,KCA,20140509,0
TBA,CLE,20140509,0
TEX,BOS,20140509,1
TOR,ANA,20140509,0
ATL,CHN,20140510,1
BAL,HOU,20140510,1
CHA,ARI,20140510,0
CIN,COL,20140510,0
DET,MIN,20140510,1
LAN,SFN,20140510,1
MIL,NYA,20140510,1
NYN,PHI,20140510,0
OAK,WAS,20140510,1
PIT,SLN,20140510,1
SDN,MIA,20140510,1
SEA,KCA,20140510,1
TBA,CLE,20140510,1
TEX,BOS,20140510,0
TOR,ANA,20140510,0
ATL,CHN,20140511,1
BAL,HOU,20140511,0
CHA,ARI,20140511,0
CIN,COL,20140511,1
DET,MIN,20140511,0
LAN,SFN,20140511,0
MIL,NYA,20140511,1
NYN,PHI,20140511,1
OAK,WAS,20140511,1
PIT,SLN,20140511,0
SDN,MIA,20140511,1
SEA,KCA,20140511,0
TBA,CLE,20140511,0
TEX,BOS,20140511,0
TOR,ANA,20140511,0
ARI,WAS,20140512,0
BAL,DET,20140512,0
HOU,TEX,20140512,0
LAN,MIA,20140512,1
NYA,NYN,20140512,0
OAK,CHA,20140512,1
SEA,TBA,20140512,1
SFN,ATL,20140512,1
SLN,CHN,20140512,0
TOR,ANA,20140512,1
ARI,WAS,20140513,1
BAL,DET,20140513,0
CIN,SDN,20140513,0
HOU,TEX,20140513,1
KCA,COL,20140513,1
LAN,MIA,20140513,1
MIL,PIT,20140513,1
MIN,BOS,20140513,1
NYA,NYN,20140513,0
OAK,CHA,20140513,1
PHI,ANA,20140513,0
SEA,TBA,20140513,0
SFN,ATL,20140513,0
SLN,CHN,20140513,1
TOR,CLE,20140513,1
ARI,WAS,20140514,0
BAL,DET,20140514,0
HOU,TEX,20140514,1
KCA,COL,20140514,1
LAN,MIA,20140514,0
MIL,PIT,20140514,0
MIN,BOS,20140514,0
NYN,NYA,20140514,0
OAK,CHA,20140514,0
PHI,ANA,20140514,0
SEA,TBA,20140514,0
SFN,ATL,20140514,1
TOR,CLE,20140514,0
ANA,TBA,20140515,1
CIN,SDN,20140515,1
CIN,SDN,20140515,0
KCA,BAL,20140515,0
MIL,PIT,20140515,1
MIN,BOS,20140515,1
NYN,NYA,20140515,0
SFN,MIA,20140515,1
SLN,CHN,20140515,1
TOR,CLE,20140515,1
ANA,TBA,20140516,0
ARI,LAN,20140516,0
BOS,DET,20140516,0
CHN,MIL,20140516,0
CLE,OAK,20140516,0
COL,SDN,20140516,1
HOU,CHA,20140516,0
KCA,BAL,20140516,0
MIN,SEA,20140516,1
PHI,CIN,20140516,0
SFN,MIA,20140516,0
SLN,ATL,20140516,1
TEX,TOR,20140516,0
WAS,NYN,20140516,1
ANA,TBA,20140517,1
ARI,LAN,20140517,1
BOS,DET,20140517,0
CHN,MIL,20140517,1
CLE,OAK,20140517,0
COL,SDN,20140517,0
HOU,CHA,20140517,1
KCA,BAL,20140517,1
MIN,SEA,20140517,1
NYA,PIT,20140517,1
PHI,CIN,20140517,1
SFN,MIA,20140517,0
SLN,ATL,20140517,1
TEX,TOR,20140517,0
WAS,NYN,20140517,0
ANA,TBA,20140518,1
ARI,LAN,20140518,1
BOS,DET,20140518,0
CHN,MIL,20140518,1
CLE,OAK,20140518,0
COL,SDN,20140518,1
HOU,CHA,20140518,1
KCA,BAL,20140518,1
MIN,SEA,20140518,0
NYA,PIT,20140518,1
NYA,PIT,20140518,0
PHI,CIN,20140518,1
SFN,MIA,20140518,1
SLN,ATL,20140518,0
TEX,TOR,20140518,1
WAS,NYN,20140518,1
ANA,HOU,20140519,0
ATL,MIL,20140519,1
CLE,DET,20140519,1
KCA,CHA,20140519,0
WAS,CIN,20140519,0
ANA,HOU,20140520,1
ATL,MIL,20140520,1
BOS,TOR,20140520,0
CHN,NYA,20140520,1
CLE,DET,20140520,1
COL,SFN,20140520,1
KCA,CHA,20140520,0
MIA,PHI,20140520,0
NYN,LAN,20140520,0
PIT,BAL,20140520,0
SDN,MIN,20140520,0
SLN,ARI,20140520,1
TBA,OAK,20140520,0
TEX,SEA,20140520,0
WAS,CIN,20140520,1
ANA,HOU,20140521,1
ATL,MIL,20140521,0
BOS,TOR,20140521,0
CHN,NYA,20140521,0
CLE,DET,20140521,1
COL,SFN,20140521,0
KCA,CHA,20140521,1
MIA,PHI,20140521,1
NYN,LAN,20140521,0
PIT,BAL,20140521,1
SDN,MIN,20140521,0
SLN,ARI,20140521,1
TBA,OAK,20140521,0
TEX,SEA,20140521,1
WAS,CIN,20140521,0
ATL,MIL,20140522,1
BAL,CLE,20140522,0
BOS,TOR,20140522,0
CHA,NYA,20140522,1
COL,SFN,20140522,0
DET,TEX,20140522,0
MIA,PHI,20140522,1
NYN,LAN,20140522,1
PIT,WAS,20140522,1
SDN,CHN,20140522,0
SEA,HOU,20140522,1
SLN,ARI,20140522,1
TBA,OAK,20140522,1
ANA,KCA,20140523,1
ATL,COL,20140523,1
BAL,CLE,20140523,1
CHA,NYA,20140523,1
CIN,SLN,20140523,1
DET,TEX,20140523,1
MIA,MIL,20140523,0
PHI,LAN,20140523,0
PIT,WAS,20140523,1
SDN,CHN,20140523,1
SEA,HOU,20140523,1
SFN,MIN,20140523,1
TBA,BOS,20140523,1
TOR,OAK,20140523,1
ANA,KCA,20140524,0
ATL,COL,20140524,0
BAL,CLE,20140524,0
CHA,NYA,20140524,0
CIN,SLN,20140524,0
DET,TEX,20140524,0
MIA,MIL,20140524,1
NYN,ARI,20140524,0
PHI,LAN,20140524,1
PIT,WAS,20140524,1
SDN,CHN,20140524,0
SEA,HOU,20140524,0
SFN,MIN,20140524,1
TBA,BOS,20140524,1
TOR,OAK,20140524,1
ANA,KCA,20140525,1
ATL,COL,20140525,1
BAL,CLE,20140525,1
CHA,NYA,20140525,0
CIN,SLN,20140525,0
DET,TEX,20140525,0
MIA,MIL,20140525,0
NYN,ARI,20140525,0
NYN,ARI,20140525,1
PHI,LAN,20140525,0
PIT,WAS,20140525,0
SDN,CHN,20140525,1
SEA,HOU,20140525,0
SFN,MIN,20140525,1
TBA,BOS,20140525,1
TOR,OAK,20140525,1
ARI,SDN,20140526,1
ATL,BOS,20140526,0
CHA,CLE,20140526,1
KCA,HOU,20140526,0
LAN,CIN,20140526,1
MIL,BAL,20140526,0
MIN,TEX,20140526,0
NYN,PIT,20140526,0
OAK,DET,20140526,1
PHI,COL,20140526,1
SEA,ANA,20140526,1
SFN,CHN,20140526,0
SLN,NYA,20140526,0
TOR,TBA,20140526,1
WAS,MIA,20140526,0
ARI,SDN,20140527,0
ATL,BOS,20140527,0
CHA,CLE,20140527,1
KCA,HOU,20140527,0
LAN,CIN,20140527,1
MIL,BAL,20140527,1
MIN,TEX,20140527,1
NYN,PIT,20140527,1
OAK,DET,20140527,0
PHI,COL,20140527,0
SEA,ANA,20140527,0
SFN,CHN,20140527,1
SLN,NYA,20140527,1
TOR,TBA,20140527,1
ARI,SDN,20140528,1
BOS,ATL,20140528,1
CHA,CLE,20140528,1
KCA,HOU,20140528,0
LAN,CIN,20140528,0
MIL,BAL,20140528,1
MIN,TEX,20140528,0
NYN,PIT,20140528,1
OAK,DET,20140528,1
PHI,COL,20140528,1
SEA,ANA,20140528,1
SFN,CHN,20140528,1
SLN,NYA,20140528,0
TOR,TBA,20140528,1
WAS,MIA,20140528,0
ARI,CIN,20140529,1
BOS,ATL,20140529,1
HOU,BAL,20140529,1
LAN,PIT,20140529,0
MIN,TEX,20140529,0
OAK,DET,20140529,0
PHI,NYN,20140529,0
SEA,ANA,20140529,0
SLN,SFN,20140529,0
TOR,KCA,20140529,0
ARI,CIN,20140530,0
BOS,TBA,20140530,1
CHA,SDN,20140530,0
CLE,COL,20140530,1
HOU,BAL,20140530,1
LAN,PIT,20140530,0
MIA,ATL,20140530,0
MIL,CHN,20140530,1
NYA,MIN,20140530,0
OAK,ANA,20140530,1
PHI,NYN,20140530,1
SEA,DET,20140530,0
SLN,SFN,20140530,0
TOR,KCA,20140530,0
WAS,TEX,20140530,1
ARI,CIN,20140531,0
BOS,TBA,20140531,1
CHA,SDN,20140531,0
CLE,COL,20140531,1
HOU,BAL,20140531,0
LAN,PIT,20140531,1
MIA,ATL,20140531,0
MIL,CHN,20140531,0
NYA,MIN,20140531,1
OAK,ANA,20140531,1
PHI,NYN,20140531,0
SEA,DET,20140531,1
SLN,SFN,20140531,1
TOR,KCA,20140531,1
WAS,TEX,20140531,1
ARI,CIN,20140601,0
BOS,TBA,20140601,1
CHA,SDN,20140601,1
CLE,COL,20140601,1
HOU,BAL,20140601,0
LAN,PIT,20140601,0
MIA,ATL,20140601,0
MIL,CHN,20140601,1
NYA,MIN,20140601,0
OAK,ANA,20140601,1
PHI,NYN,20140601,0
SEA,DET,20140601,1
SLN,SFN,20140601,0
TOR,KCA,20140601,1
WAS,TEX,20140601,0
CLE,BOS,20140602,1
LAN,CHA,20140602,1
MIA,TBA,20140602,1
MIL,MIN,20140602,1
NYA,SEA,20140602,0
PHI,NYN,20140602,0
SDN,PIT,20140602,0
SLN,KCA,20140602,0
ATL,SEA,20140603,0
CHN,NYN,20140603,1
CIN,SFN,20140603,1
CLE,BOS,20140603,1
COL,ARI,20140603,0
DET,TOR,20140603,0
HOU,ANA,20140603,1
LAN,CHA,20140603,0
MIA,TBA,20140603,1
MIL,MIN,20140603,0
NYA,OAK,20140603,0
SDN,PIT,20140603,0
SLN,KCA,20140603,0
TEX,BAL,20140603,0
WAS,PHI,20140603,1
ATL,SEA,20140604,0
CHN,NYN,20140604,1
CIN,SFN,20140604,0
CLE,BOS,20140604,1
COL,ARI,20140604,0
DET,TOR,20140604,0
HOU,ANA,20140604,0
KCA,SLN,20140604,0
LAN,CHA,20140604,0
MIN,MIL,20140604,1
NYA,OAK,20140604,0
SDN,PIT,20140604,1
TBA,MIA,20140604,0
TEX,BAL,20140604,0
WAS,PHI,20140604,1
CHN,NYN,20140605,1
CIN,SFN,20140605,0
COL,ARI,20140605,0
DET,TOR,20140605,0
HOU,ANA,20140605,1
KCA,SLN,20140605,1
MIN,MIL,20140605,0
NYA,OAK,20140605,1
TBA,MIA,20140605,0
TEX,BAL,20140605,1
WAS,PHI,20140605,1
ANA,CHA,20140606,1
ARI,ATL,20140606,0
BAL,OAK,20140606,0
CHN,MIA,20140606,1
CIN,PHI,20140606,0
COL,LAN,20140606,0
DET,BOS,20140606,1
KCA,NYA,20140606,0
MIN,HOU,20140606,0
PIT,MIL,20140606,1
SDN,WAS,20140606,0
SFN,NYN,20140606,1
TBA,SEA,20140606,1
TEX,CLE,20140606,1
TOR,SLN,20140606,1
ANA,CHA,20140607,1
ARI,ATL,20140607,1
BAL,OAK,20140607,1
CHN,MIA,20140607,1
CIN,PHI,20140607,1
COL,LAN,20140607,1
DET,BOS,20140607,1
KCA,NYA,20140607,1
MIN,HOU,20140607,1
PIT,MIL,20140607,0
SDN,WAS,20140607,1
SFN,NYN,20140607,1
TBA,SEA,20140607,0
TEX,CLE,20140607,0
TOR,SLN,20140607,0
ANA,CHA,20140608,1
ARI,ATL,20140608,1
BAL,OAK,20140608,0
CHN,MIA,20140608,0
CIN,PHI,20140608,1
COL,LAN,20140608,0
DET,BOS,20140608,0
KCA,NYA,20140608,1
MIN,HOU,20140608,0
PIT,MIL,20140608,0
SDN,WAS,20140608,0
SFN,NYN,20140608,1
TBA,SEA,20140608,0
TEX,CLE,20140608,0
TOR,SLN,20140608,0
ANA,OAK,20140609,1
ARI,HOU,20140609,0
BAL,BOS,20140609,1
CHA,DET,20140609,1
CIN,LAN,20140609,0
COL,ATL,20140609,0
PIT,CHN,20140609,1
SFN,WAS,20140609,0
TBA,SEA,20140609,0
TEX,CLE,20140609,0
TOR,MIN,20140609,1
ANA,OAK,20140610,1
ARI,HOU,20140610,1
BAL,BOS,20140610,0
CIN,LAN,20140610,0
COL,ATL,20140610,0
KCA,CLE,20140610,1
NYN,MIL,20140610,1
PHI,SDN,20140610,1
PIT,CHN,20140610,0
SEA,NYA,20140610,0
SFN,WAS,20140610,0
TBA,SLN,20140610,0
TEX,MIA,20140610,0
TOR,MIN,20140610,0
ANA,OAK,20140611,0
BAL,BOS,20140611,1
CHA,DET,20140611,1
CIN,LAN,20140611,1
COL,ATL,20140611,1
HOU,ARI,20140611,1
KCA,CLE,20140611,1
NYN,MIL,20140611,0
PHI,SDN,20140611,1
PIT,CHN,20140611,1
SEA,NYA,20140611,0
SFN,WAS,20140611,0
TBA,SLN,20140611,1
TEX,MIA,20140611,1
TOR,MIN,20140611,0
BAL,TOR,20140612,1
BOS,CLE,20140612,1
CHA,DET,20140612,0
CIN,LAN,20140612,1
COL,ATL,20140612,1
HOU,ARI,20140612,1
NYN,MIL,20140612,0
PHI,SDN,20140612,1
PIT,CHN,20140612,1
SEA,NYA,20140612,0
SFN,WAS,20140612,1
ATL,ANA,20140613,1
BAL,TOR,20140613,0
BOS,CLE,20140613,1
CHA,KCA,20140613,0
DET,MIN,20140613,0
HOU,TBA,20140613,0
LAN,ARI,20140613,1
MIA,PIT,20140613,0
MIL,CIN,20140613,0
NYN,SDN,20140613,1
OAK,NYA,20140613,0
PHI,CHN,20140613,0
SEA,TEX,20140613,0
SFN,COL,20140613,0
SLN,WAS,20140613,1
ATL,ANA,20140614,0
BAL,TOR,20140614,1
BOS,CLE,20140614,0
CHA,KCA,20140614,0
DET,MIN,20140614,1
